2024-12-30 08:28:49,360 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2024-12-30 08:28:49,360 - lightrag - INFO - Load KV llm_response_cache with 0 data
2024-12-30 08:28:49,361 - lightrag - INFO - Load KV full_docs with 0 data
2024-12-30 08:28:49,361 - lightrag - INFO - Load KV text_chunks with 0 data
2024-12-30 08:28:50,459 - lightrag - INFO - [New Docs] inserting 38 docs
2024-12-30 08:28:51,035 - lightrag - INFO - [New Chunks] inserting 66 chunks
2024-12-30 08:28:51,036 - lightrag - INFO - Inserting 66 vectors to chunks
2024-12-30 08:28:56,951 - lightrag - INFO - [Entity Extraction]...
2024-12-30 08:41:28,696 - lightrag - INFO - Inserting 3203 vectors to entities
2024-12-30 08:42:17,440 - lightrag - INFO - Inserting 4189 vectors to relationships
2024-12-30 08:43:13,251 - lightrag - INFO - [Entity Extraction Finish]...
2024-12-30 08:43:13,251 - lightrag - INFO - [Upsert Finish]...
2024-12-30 08:43:13,672 - lightrag - INFO - Writing graph with 3753 nodes, 4189 edges
2024-12-30 08:43:41,846 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2024-12-30 08:43:41,858 - lightrag - INFO - Load KV llm_response_cache with 198 data
2024-12-30 08:43:41,861 - lightrag - INFO - Load KV full_docs with 38 data
2024-12-30 08:43:41,863 - lightrag - INFO - Load KV text_chunks with 66 data
2024-12-30 08:43:42,200 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-05 17:03:47,929 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-05 17:03:47,931 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-05 17:03:48,011 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-05 17:03:48,136 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-05 17:03:48,145 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-05 17:03:48,147 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-05 17:03:48,148 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-05 17:03:48,322 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-05 17:13:58,013 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-05 17:13:58,021 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-05 17:13:58,023 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-05 17:13:58,025 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-05 17:13:58,103 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-05 17:13:58,205 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-05 17:13:58,212 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-05 17:13:58,213 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-05 17:13:58,215 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-05 17:13:58,352 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-05 17:14:35,801 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-05 17:14:35,809 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-05 17:14:35,811 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-05 17:14:35,813 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-05 17:14:35,908 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-05 17:14:36,020 - lightrag - INFO - Creating a new event loop in main thread.
2025-03-05 17:14:41,239 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-05 17:14:41,249 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-05 17:14:41,251 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-05 17:14:41,253 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-05 17:14:41,335 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-05 17:14:41,460 - lightrag - INFO - Creating a new event loop in main thread.
2025-03-05 17:14:41,914 - lightrag - INFO - Local query uses 120 entites, 243 relations, 0 text units
2025-03-05 17:14:44,231 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-03-05 17:14:46,500 - lightrag - INFO - Local query uses 120 entites, 243 relations, 0 text units
2025-03-05 17:14:48,768 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-03-05 17:33:27,290 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-05 17:33:27,306 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-05 17:33:27,308 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-05 17:33:27,310 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-05 17:33:27,391 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-05 17:33:27,492 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-05 17:33:27,499 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-05 17:33:27,501 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-05 17:33:27,502 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-05 17:33:27,642 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-05 17:33:32,559 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-05 17:33:32,567 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-05 17:33:32,569 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-05 17:33:32,571 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-05 17:33:32,646 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-05 17:33:32,747 - lightrag - INFO - Creating a new event loop in main thread.
2025-03-05 17:33:38,169 - lightrag - INFO - Local query uses 120 entites, 243 relations, 0 text units
2025-03-05 17:33:40,401 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-03-06 15:12:30,614 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 15:12:30,626 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 15:12:30,628 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 15:12:30,630 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 15:12:30,744 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 15:12:30,891 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 15:12:30,899 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 15:12:30,901 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 15:12:30,902 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 15:12:31,059 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 15:13:24,348 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 15:13:24,364 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 15:13:24,367 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 15:13:24,372 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 15:13:24,546 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 15:13:24,813 - lightrag - INFO - Creating a new event loop in main thread.
2025-03-06 15:13:29,431 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 15:13:29,444 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 15:13:29,447 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 15:13:29,449 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 15:13:29,551 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 15:13:29,693 - lightrag - INFO - Creating a new event loop in main thread.
2025-03-06 15:13:32,037 - lightrag - INFO - Local query uses 120 entites, 243 relations, 0 text units
2025-03-06 15:13:34,288 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-03-06 15:13:34,689 - lightrag - INFO - Local query uses 120 entites, 243 relations, 0 text units
2025-03-06 15:13:36,512 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 15:13:36,528 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 15:13:36,529 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 15:13:36,531 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 15:13:36,625 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 15:13:36,740 - lightrag - INFO - Creating a new event loop in main thread.
2025-03-06 15:13:37,180 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-03-06 15:13:37,784 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 15:13:37,799 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 15:13:37,801 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 15:13:37,804 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 15:13:37,911 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 15:13:38,102 - lightrag - INFO - Creating a new event loop in main thread.
2025-03-06 15:13:41,744 - lightrag - INFO - Local query uses 120 entites, 243 relations, 0 text units
2025-03-06 15:13:43,373 - lightrag - INFO - Local query uses 120 entites, 243 relations, 0 text units
2025-03-06 15:13:44,170 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-03-06 15:13:45,637 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-03-06 15:15:51,649 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 15:15:51,673 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 15:15:51,676 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 15:15:51,679 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 15:15:51,826 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 15:15:52,032 - lightrag - INFO - Creating a new event loop in main thread.
2025-03-06 15:15:57,388 - lightrag - INFO - Local query uses 120 entites, 243 relations, 0 text units
2025-03-06 15:15:59,674 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-03-06 15:43:50,925 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 15:43:50,949 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 15:43:50,952 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 15:43:50,956 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 15:43:51,113 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 15:43:51,313 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 15:43:51,326 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 15:43:51,330 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 15:43:51,332 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 15:43:51,694 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 16:10:16,782 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 16:10:16,797 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 16:10:16,800 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 16:10:16,803 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 16:10:16,952 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 16:10:17,133 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 16:10:17,146 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 16:10:17,149 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 16:10:17,151 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 16:10:17,385 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 16:10:31,590 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 16:10:31,600 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 16:10:31,602 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 16:10:31,606 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 16:10:31,748 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 16:10:32,010 - lightrag - INFO - Creating a new event loop in main thread.
2025-03-06 16:10:35,483 - lightrag - INFO - Local query uses 120 entites, 243 relations, 0 text units
2025-03-06 16:10:36,500 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-03-06 16:26:17,748 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 16:26:17,769 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 16:26:17,773 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 16:26:17,778 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 16:26:17,934 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 16:26:18,137 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 16:26:18,150 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 16:26:18,153 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 16:26:18,156 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 16:26:18,515 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 16:29:57,485 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 16:29:57,496 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 16:29:57,498 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 16:29:57,499 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 16:29:57,617 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 16:29:57,713 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 16:29:57,720 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 16:29:57,722 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 16:29:57,724 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 16:29:57,874 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 16:34:19,587 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 16:34:19,600 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 16:34:19,602 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 16:34:19,605 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 16:34:19,745 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 16:34:19,928 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 16:34:19,940 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 16:34:19,943 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 16:34:19,946 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 16:34:20,232 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 16:37:48,311 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 16:37:48,324 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 16:37:48,327 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 16:37:48,330 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 16:37:48,474 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 16:37:48,659 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 16:37:48,672 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 16:37:48,674 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 16:37:48,676 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 16:37:48,952 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 16:41:23,909 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 16:41:23,922 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 16:41:23,925 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 16:41:23,928 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 16:41:24,069 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 16:41:24,258 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 16:41:24,269 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 16:41:24,272 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 16:41:24,274 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 16:41:24,556 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 16:43:54,298 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 16:43:54,312 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 16:43:54,314 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 16:43:54,317 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 16:43:54,457 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 16:43:54,653 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 16:43:54,665 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 16:43:54,667 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 16:43:54,670 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 16:43:54,958 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 16:52:24,679 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 16:52:24,693 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 16:52:24,696 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 16:52:24,700 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 16:52:24,846 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 16:52:25,042 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 16:52:25,057 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 16:52:25,060 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 16:52:25,062 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 16:52:25,357 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 16:54:57,533 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 16:54:57,546 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 16:54:57,548 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 16:54:57,550 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 16:54:57,702 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 16:54:57,909 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 16:54:57,925 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 16:54:57,929 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 16:54:57,932 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 16:54:58,308 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 16:55:14,115 - lightrag - INFO - Logger initialized for working directory: ./temp
2025-03-06 16:55:14,115 - lightrag - INFO - Load KV llm_response_cache with 0 data
2025-03-06 16:55:14,116 - lightrag - INFO - Load KV full_docs with 0 data
2025-03-06 16:55:14,116 - lightrag - INFO - Load KV text_chunks with 0 data
2025-03-06 16:55:14,118 - lightrag - INFO - Creating a new event loop in main thread.
2025-03-06 16:57:40,800 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 16:57:40,820 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 16:57:40,822 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 16:57:40,824 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 16:57:41,124 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 16:57:41,330 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 16:57:41,343 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 16:57:41,347 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 16:57:41,349 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 16:57:41,488 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 17:09:07,572 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 17:09:07,587 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 17:09:07,590 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 17:09:07,594 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 17:09:07,730 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 17:09:07,922 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 17:09:07,934 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 17:09:07,936 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 17:09:07,939 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 17:09:08,200 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 17:09:23,094 - lightrag - INFO - Logger initialized for working directory: ./temp
2025-03-06 17:09:23,094 - lightrag - INFO - Load KV llm_response_cache with 0 data
2025-03-06 17:09:23,095 - lightrag - INFO - Load KV full_docs with 0 data
2025-03-06 17:09:23,095 - lightrag - INFO - Load KV text_chunks with 0 data
2025-03-06 17:09:23,097 - lightrag - INFO - Creating a new event loop in main thread.
2025-03-06 17:24:53,630 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 17:24:53,643 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 17:24:53,646 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 17:24:53,648 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 17:24:53,786 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 17:24:53,965 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 17:24:53,976 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 17:24:53,978 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 17:24:53,981 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 17:24:54,242 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 17:24:59,764 - lightrag - INFO - Logger initialized for working directory: ./temp
2025-03-06 17:24:59,765 - lightrag - INFO - Load KV llm_response_cache with 0 data
2025-03-06 17:24:59,765 - lightrag - INFO - Load KV full_docs with 0 data
2025-03-06 17:24:59,765 - lightrag - INFO - Load KV text_chunks with 0 data
2025-03-06 17:24:59,767 - lightrag - INFO - Creating a new event loop in main thread.
2025-03-06 17:26:13,260 - lightrag - INFO - Logger initialized for working directory: ./temp
2025-03-06 17:26:13,260 - lightrag - INFO - Load KV llm_response_cache with 0 data
2025-03-06 17:26:13,260 - lightrag - INFO - Load KV full_docs with 0 data
2025-03-06 17:26:13,261 - lightrag - INFO - Load KV text_chunks with 0 data
2025-03-06 17:26:13,262 - lightrag - INFO - Creating a new event loop in main thread.
2025-03-06 17:36:36,670 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 17:36:36,686 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 17:36:36,690 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 17:36:36,694 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 17:36:36,842 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 17:36:37,065 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 17:36:37,080 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 17:36:37,083 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 17:36:37,085 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 17:36:37,369 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 17:36:41,124 - lightrag - INFO - Logger initialized for working directory: ./temp
2025-03-06 17:36:41,125 - lightrag - INFO - Load KV llm_response_cache with 0 data
2025-03-06 17:36:41,125 - lightrag - INFO - Load KV full_docs with 0 data
2025-03-06 17:36:41,125 - lightrag - INFO - Load KV text_chunks with 0 data
2025-03-06 17:36:41,127 - lightrag - INFO - Creating a new event loop in main thread.
2025-03-06 17:46:49,800 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 17:46:49,809 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 17:46:49,811 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 17:46:49,813 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 17:46:49,891 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-03-06 17:46:50,009 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-03-06 17:46:50,016 - lightrag - INFO - Load KV llm_response_cache with 1203 data
2025-03-06 17:46:50,019 - lightrag - INFO - Load KV full_docs with 38 data
2025-03-06 17:46:50,020 - lightrag - INFO - Load KV text_chunks with 66 data
2025-03-06 17:46:50,187 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
